Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,Authority,Hub,Clustering Coefficient,pageranks,componentnumber,Cluster,clustering,triangles,eigencentrality
"Madeira-Silva, M. J.","Madeira-Silva, M. J.",,3,3,5,0.326886,0.36437,126.842222,2,0.002615,0.012045,0,0.000343,0,0,0,0,0.024347
"Mainardes, Emerson Wagner","Mainardes, Emerson Wagner",,3,3,5,0.326886,0.36437,126.842222,2,0.002615,0.012045,0,0.000343,0,0,0,0,0.024347
"Manic, Bojana","Manic, Bojana",,5,5,5,0.37073,0.409312,167.175523,1,0.00539,0.024826,0,0.000441,0,0,0,0,0.048668
"Marinkovic, Sanja","Marinkovic, Sanja",,5,5,5,0.37073,0.409312,167.175523,1,0.00539,0.024826,0,0.000441,0,0,0,0,0.048668
"Meirelles, D. S.","Meirelles, D. S.",,6,6,5,0.339455,0.37929,404.494281,2,0.003196,0.01472,0,0.000555,0,0,0,0,0.030838
"Mele, Cristina","Mele, Cristina",,8,8,5,0.384715,0.423119,380.438452,0,0.00663,0.030537,0,0.00063,0,0,0,0,0.059197
"Mengiste, S. A.","Mengiste, S. A.",,9,9,5,0.389529,0.426796,1068.099347,4,0.006791,0.03128,0,0.000738,0,0,0,0,0.062749
"Menor, Larry J","Menor, Larry J",,5,5,5,0.360561,0.4,149.599345,1,0.004732,0.021794,0,0.000443,0,0,0,0,0.042712
"Mezei, J.","Mezei, J.",,6,6,5,0.363441,0.403001,356.171617,2,0.004942,0.022765,0,0.000516,0,0,0,0,0.045439
"Mina, Andrea","Mina, Andrea",,6,6,5,0.354935,0.394759,336.167584,6,0.004142,0.01908,0,0.000525,0,0,0,0,0.039164
"Mizushima, K.","Mizushima, K.",,5,5,5,0.343197,0.382854,107.449378,6,0.003668,0.016895,0,0.000433,0,0,0,0,0.033584
"Moghaddam, Y.","Moghaddam, Y.",,8,8,5,0.376392,0.415638,387.737001,6,0.005844,0.02692,0,0.000642,0,0,0,0,0.0528
"Moller, Rasmus Hannemann","Moller, Rasmus Hannemann",,5,5,5,0.377112,0.415314,554.78916,5,0.005181,0.023867,0,0.000478,0,0,0,0,0.046648
"Mooney, M.","Mooney, M.",,3,3,5,0.333898,0.372203,127.564016,6,0.00292,0.013449,0,0.000332,0,0,0,0,0.026932
"Moreira, Jacinta","Moreira, Jacinta",,3,3,5,0.326886,0.36437,126.842222,2,0.002615,0.012045,0,0.000343,0,0,0,0,0.024347
"Mukhopadhyay, Sandip","Mukhopadhyay, Sandip",,9,9,5,0.361884,0.402775,457.250389,0,0.005069,0.023347,0,0.000698,0,0,0,0,0.046882
"Møller, R. H.","Møller, R. H.",,5,5,5,0.377112,0.415314,554.78916,5,0.005181,0.023867,0,0.000478,0,0,0,0,0.046648
ICT,ICT,,304,379,4,0.418465,0.52233,84582.910845,5,0.27769,0.060287,0,0.022811,0,0,0,0,0.545571
"Arts, Koen","Arts, Koen",,8,11,5,0.366367,0.406453,559.245291,5,0.005512,0.025388,0,0.000638,0,0,0,0,0.051024
"Oborn, Eivor","Oborn, Eivor",,9,10,5,0.334086,0.374528,450.406336,4,0.004016,0.018496,0,0.000718,0,0,0,0,0.038266
"Tanniru, Mohan","Tanniru, Mohan",,9,10,5,0.367049,0.408228,312.489402,5,0.007386,0.034022,0,0.000665,0,0,0,0,0.064883
"van der Wal, Rene","van der Wal, Rene",,9,14,5,0.362106,0.40279,573.230789,5,0.005512,0.025388,0,0.000699,0,0,0,0,0.051093
"Aal, Kotaiba Abdul","Aal, Kotaiba Abdul",,6,6,5,0.355149,0.395957,192.999494,4,0.005146,0.023703,0,0.000487,0,0,0,0,0.045515
"Adams, William M","Adams, William M",,6,6,5,0.344396,0.384474,331.390372,5,0.004388,0.02021,0,0.000514,0,0,0,0,0.040237
"Andersen-Gott, M.","Andersen-Gott, M.",,2,2,5,0.296268,0.325387,20.763938,6,0.001685,0.007762,0,0.000262,0,0,0,0,0.015321
"Aron, R.","Aron, R.",,3,3,5,0.305922,0.338856,216.782096,4,0.002159,0.009946,0,0.000359,0,0,0,0,0.020012
"Azorín, J. A.","Azorín, J. A.",,7,7,5,0.344196,0.384418,312.764276,0,0.003854,0.017754,0,0.00057,0,0,0,0,0.036281
"Banerjee, Dipyaman","Banerjee, Dipyaman",,7,7,5,0.344196,0.384911,214.586573,3,0.005533,0.025486,0,0.000552,0,0,0,0,0.04941
"Banks, Ken","Banks, Ken",,5,5,5,0.323489,0.360764,221.214266,5,0.002981,0.013731,0,0.000456,0,0,0,0,0.028144
"Barua, Anitesh","Barua, Anitesh",,10,10,5,0.342402,0.383869,1064.98234,5,0.004803,0.022123,0,0.00082,0,0,0,0,0.043985
"Beloglazov, Anton","Beloglazov, Anton",,7,7,5,0.344196,0.384911,214.586573,3,0.005533,0.025486,0,0.000552,0,0,0,0,0.04941
"Benaroch, Michel","Benaroch, Michel",,3,3,5,0.321206,0.358002,40.81181,5,0.003186,0.014675,0,0.00031,0,0,0,0,0.028191
"Buyya, Rajkumar","Buyya, Rajkumar",,7,7,5,0.344196,0.384911,214.586573,3,0.005533,0.025486,0,0.000552,0,0,0,0,0.04941
"Caceres, Rafael","Caceres, Rafael",,4,4,5,0.31058,0.344844,92.61726,3,0.002339,0.010774,0,0.000381,0,0,0,0,0.021899
"Cai, H.","Cai, H.",,4,4,5,0.333709,0.372344,157.370193,2,0.003474,0.016003,0,0.000385,0,0,0,0,0.031408
"Chang, H. J.","Chang, H. J.",,5,5,5,0.329802,0.36816,133.467033,6,0.003662,0.016869,0,0.000439,0,0,0,0,0.033498
"Chang, Y. B.","Chang, Y. B.",,3,3,5,0.311562,0.345661,25.521153,0,0.00264,0.012162,0,0.000309,0,0,0,0,0.023579
"Chen, Junsong","Chen, Junsong",,3,3,5,0.329802,0.36785,56.085219,3,0.004152,0.019123,0,0.000309,0,0,0,0,0.036256
"Chi, L.","Chi, L.",,3,3,5,0.307512,0.340575,45.345361,0,0.002079,0.009574,0,0.000326,0,0,0,0,0.019466
"Choi, Jae","Choi, Jae",,8,8,5,0.373304,0.413088,316.079174,5,0.006357,0.029282,0,0.000612,0,0,0,0,0.056631
"Choudhury, Vivek","Choudhury, Vivek",,5,5,5,0.348865,0.388673,360.239222,5,0.004556,0.020984,0,0.000454,0,0,0,0,0.041045
"Chung, J.-Y.","Chung, J.-Y.",,4,4,5,0.333709,0.372344,157.370193,2,0.003474,0.016003,0,0.000385,0,0,0,0,0.031408
"Cáceres, R.","Cáceres, R.",,4,4,5,0.31058,0.344844,92.61726,3,0.002339,0.010774,0,0.000381,0,0,0,0,0.021899
"Dai, Qizhi","Dai, Qizhi",,3,3,5,0.321206,0.358002,40.81181,5,0.003186,0.014675,0,0.00031,0,0,0,0,0.028191
"Das, S. R.","Das, S. R.",,4,4,5,0.312384,0.347168,127.295677,2,0.002454,0.011305,0,0.0004,0,0,0,0,0.0232
"Datta, A.","Datta, A.",,3,3,5,0.307512,0.340575,45.345361,0,0.002079,0.009574,0,0.000326,0,0,0,0,0.019466
"De Felice, F.","De Felice, F.",,3,3,5,0.316226,0.351775,50.049498,4,0.002703,0.012453,0,0.000314,0,0,0,0,0.024779
"Delen, Dursun","Delen, Dursun",,4,4,5,0.321031,0.358143,71.594785,5,0.003239,0.01492,0,0.000376,0,0,0,0,0.028906
"Dong, S.","Dong, S.",,5,5,5,0.333709,0.372992,261.823782,2,0.003991,0.018383,0,0.000451,0,0,0,0,0.035925
"Du, S.","Du, S.",,1,1,5,0.295086,0.323345,0,5,0.001621,0.007468,0,0.00019,0,0,0,0,0.014455
"Dutta, S.","Dutta, S.",,3,3,5,0.305922,0.338856,216.782096,4,0.002159,0.009946,0,0.000359,0,0,0,0,0.020012
"Eaton, B.","Eaton, B.",,11,11,5,0.361221,0.402944,497.620256,5,0.006705,0.030884,0,0.000801,0,0,0,0,0.060411
"Edwards, Peter","Edwards, Peter",,8,8,5,0.3452,0.385926,420.082179,5,0.004591,0.021145,0,0.000637,0,0,0,0,0.042558
"Einspruch, N. G.","Einspruch, N. G.",,2,2,5,0.307353,0.340011,23.685023,5,0.002147,0.009889,0,0.000255,0,0,0,0,0.019551
"Elaluf-Calderwood, S.","Elaluf-Calderwood, S.",,11,11,5,0.361221,0.402944,497.620256,5,0.006705,0.030884,0,0.000801,0,0,0,0,0.060411
"Embi, M. R. B.","Embi, M. R. B.",,3,3,5,0.315551,0.350634,63.553453,5,0.002754,0.012684,0,0.000319,0,0,0,0,0.025345
"Estelami, H.","Estelami, H.",,2,2,5,0.31288,0.346999,23.284686,5,0.002543,0.011711,0,0.000252,0,0,0,0,0.022989
"Galán-Díaz, C.","Galán-Díaz, C.",,8,8,5,0.3452,0.385926,420.082179,5,0.004591,0.021145,0,0.000637,0,0,0,0,0.042558
"Gao, G.","Gao, G.",,3,3,5,0.306556,0.339701,54.272803,4,0.002215,0.010203,0,0.000322,0,0,0,0,0.020403
"Ge, L.","Ge, L.",,3,3,5,0.298361,0.328698,605.712657,5,0.00179,0.008245,0,0.000408,0,0,0,0,0.01657
"Ghinea, G.","Ghinea, G.",,2,2,5,0.296268,0.325387,20.763938,6,0.001685,0.007762,0,0.000262,0,0,0,0,0.015321
"Goh, J. M.","Goh, J. M.",,3,3,5,0.306556,0.339701,54.272803,4,0.002215,0.010203,0,0.000322,0,0,0,0,0.020403
"Gopal, Anandasivam","Gopal, Anandasivam",,3,3,5,0.324376,0.361609,36.975289,5,0.003422,0.015763,0,0.000309,0,0,0,0,0.03007
"Gosain, S.","Gosain, S.",,2,2,5,0.302171,0.333629,19.382526,5,0.002032,0.009358,0,0.000252,0,0,0,0,0.018461
"Gretzel, Ulrike","Gretzel, Ulrike",,10,10,5,0.347839,0.38987,787.838482,6,0.004818,0.02219,0,0.000784,0,0,0,0,0.044159
"Gurbaxani, V.","Gurbaxani, V.",,3,3,5,0.311562,0.345661,25.521153,0,0.00264,0.012162,0,0.000309,0,0,0,0,0.023579
"Guzmán, J.","Guzmán, J.",,4,4,5,0.31058,0.344844,92.61726,3,0.002339,0.010774,0,0.000381,0,0,0,0,0.021899
"Han, S.","Han, S.",,3,3,5,0.307512,0.340575,45.345361,0,0.002079,0.009574,0,0.000326,0,0,0,0,0.019466
"Hartman, Alan","Hartman, Alan",,7,7,5,0.344196,0.384911,214.586573,3,0.005533,0.025486,0,0.000552,0,0,0,0,0.04941
"Harty, Chris","Harty, Chris",,6,6,5,0.336175,0.375796,211.375803,5,0.003884,0.017892,0,0.000505,0,0,0,0,0.036228
"Homans, Hilary","Homans, Hilary",,5,5,5,0.323489,0.360764,221.214266,5,0.002981,0.013731,0,0.000456,0,0,0,0,0.028144
"Hui, Su","Hui, Su",,4,4,5,0.333709,0.372344,157.370193,2,0.003474,0.016003,0,0.000385,0,0,0,0,0.031408
"Ibrahim, O.","Ibrahim, O.",,8,8,5,0.359903,0.401113,317.142212,0,0.006452,0.02972,0,0.000608,0,0,0,0,0.056743
"Im, G.","Im, G.",,1,1,5,0.295086,0.323345,0,5,0.001621,0.007468,0,0.00019,0,0,0,0,0.014455
"Isaac, H.","Isaac, H.",,2,2,5,0.29761,0.327289,12.400078,5,0.001863,0.008583,0,0.000254,0,0,0,0,0.016864
"Jain, Hemant K","Jain, Hemant K",,8,8,5,0.373304,0.413088,316.079174,5,0.006357,0.029282,0,0.000612,0,0,0,0,0.056631
"Janakiraman, R.","Janakiraman, R.",,3,3,5,0.305922,0.338856,216.782096,4,0.002159,0.009946,0,0.000359,0,0,0,0,0.020012
"Johar, Monica S","Johar, Monica S",,5,5,5,0.333709,0.372992,261.823782,3,0.003991,0.018383,0,0.000451,0,0,0,0,0.035925
"Joshi, K. D.","Joshi, K. D.",,3,3,5,0.307512,0.340575,45.345361,0,0.002079,0.009574,0,0.000326,0,0,0,0,0.019466
"Joshi, M. P.","Joshi, M. P.",,4,4,5,0.312384,0.347168,127.295677,2,0.002454,0.011305,0,0.0004,0,0,0,0,0.0232
"Kalika, M.","Kalika, M.",,2,2,5,0.29761,0.327289,12.400078,5,0.001863,0.008583,0,0.000254,0,0,0,0,0.016864
"Karahanna, Elena","Karahanna, Elena",,5,5,5,0.348865,0.388673,360.239222,5,0.004556,0.020984,0,0.000454,0,0,0,0,0.041045
"Kawakami, T.","Kawakami, T.",,3,3,5,0.315551,0.350634,63.553453,5,0.002754,0.012684,0,0.000319,0,0,0,0,0.025345
"Kim, Sang-Hun","Kim, Sang-Hun",,2,2,5,0.305764,0.338292,20.083583,4,0.002151,0.009908,0,0.000252,0,0,0,0,0.019634
"Konana, P.","Konana, P.",,3,3,5,0.298361,0.328698,605.712657,5,0.00179,0.008245,0,0.000408,0,0,0,0,0.01657
"Konsynski, Benn","Konsynski, Benn",,4,4,5,0.328885,0.366653,85.920153,0,0.003508,0.016158,0,0.000374,0,0,0,0,0.031749
"Koo, Chulmo","Koo, Chulmo",,10,10,5,0.347839,0.38987,787.838482,6,0.004818,0.02219,0,0.000784,0,0,0,0,0.044159
"Kool, L.","Kool, L.",,6,6,5,0.322783,0.360764,169.071073,5,0.003138,0.014455,0,0.000507,0,0,0,0,0.029663
"Kumar, Ram L","Kumar, Ram L",,5,5,5,0.333709,0.372992,261.823782,3,0.003991,0.018383,0,0.000451,0,0,0,0,0.035925
"Landau, Jonathan S","Landau, Jonathan S",,7,7,5,0.310907,0.346422,257.186517,5,0.002483,0.011435,0,0.000586,0,0,0,0,0.02432
"Leclercq-Vandelannoitte, A.","Leclercq-Vandelannoitte, A.",,2,2,5,0.29761,0.327289,12.400078,5,0.001863,0.008583,0,0.000254,0,0,0,0,0.016864
"Maffey, Georgina","Maffey, Georgina",,5,5,5,0.323489,0.360764,221.214266,5,0.002981,0.013731,0,0.000456,0,0,0,0,0.028144
"Malhotra, A.","Malhotra, A.",,2,2,5,0.302171,0.333629,19.382526,5,0.002032,0.009358,0,0.000252,0,0,0,0,0.018461
"Mandeville, T.","Mandeville, T.",,3,3,5,0.31189,0.346182,80.801858,2,0.002411,0.011106,0,0.000325,0,0,0,0,0.022552
"Marciano, C.","Marciano, C.",,9,9,5,0.334843,0.374979,479.644227,5,0.003754,0.017292,0,0.000704,0,0,0,0,0.035985
"Maskus, K. E.","Maskus, K. E.",,4,4,5,0.314377,0.349704,137.771793,2,0.002504,0.011535,0,0.000397,0,0,0,0,0.023827
"Mattson, Thomas","Mattson, Thomas",,1,1,5,0.295086,0.323345,0,5,0.001621,0.007468,0,0.00019,0,0,0,0,0.014455
"Miscione, G.","Miscione, G.",,5,5,5,0.314377,0.350155,136.738064,5,0.00265,0.012204,0,0.000448,0,0,0,0,0.025017
Value co-creation,Value co-creation,,246,328,4,0.397915,0.486475,40733.68691,3,0.250265,0.054334,0,0.017118,0,0,0,0,0.474438
"Cefkin, Melissa","Cefkin, Melissa",,8,12,5,0.33926,0.37998,194.919262,3,0.00537,0.024735,0,0.00061,0,0,0,0,0.047753
"Gawer, Annabelle","Gawer, Annabelle",,5,6,5,0.322256,0.359482,98.739434,5,0.003531,0.016264,0,0.000435,0,0,0,0,0.031587
"Giraldo, Mario","Giraldo, Mario",,8,10,5,0.336941,0.377444,208.442019,4,0.004386,0.020203,0,0.000612,0,0,0,0,0.040138
"Lyons, Kelly","Lyons, Kelly",,6,8,5,0.334464,0.374683,125.976849,3,0.00505,0.023262,0,0.000487,0,0,0,0,0.044074
"Paton, R. A.","Paton, R. A.",,6,6,5,0.338484,0.378332,274.407464,2,0.004142,0.019078,0,0.000514,0,0,0,0,0.037416
"Tracy, Stephen","Tracy, Stephen",,6,8,5,0.334464,0.374683,125.976849,3,0.00505,0.023262,0,0.000487,0,0,0,0,0.044074
"Ager, Tryg","Ager, Tryg",,7,7,5,0.345805,0.386503,240.717289,3,0.005744,0.026456,0,0.000547,0,0,0,0,0.051032
"Anderson, Laura C","Anderson, Laura C",,7,7,5,0.345805,0.386503,240.717289,3,0.005744,0.026456,0,0.000547,0,0,0,0,0.051032
"Anderson, Laurel","Anderson, Laurel",,6,6,5,0.319643,0.356861,108.387319,4,0.003483,0.016042,0,0.000489,0,0,0,0,0.03169
"Asmussen, Bjoern","Asmussen, Bjoern",,4,4,5,0.316903,0.353269,41.997365,6,0.003791,0.017461,0,0.000365,0,0,0,0,0.032971
"Ben Letaifa, Soumaya","Ben Letaifa, Soumaya",,6,6,5,0.317073,0.353987,83.493126,3,0.004495,0.020704,0,0.000481,0,0,0,0,0.03912
"Boehmann, Tilo","Boehmann, Tilo",,5,5,5,0.327429,0.366498,74.266503,3,0.005708,0.026291,0,0.00042,0,0,0,0,0.048776
"Burnes, Bernard","Burnes, Bernard",,5,5,5,0.306397,0.340392,75.156138,6,0.003238,0.014914,0,0.000434,0,0,0,0,0.028592
"Chang, R. M.","Chang, R. M.",,5,5,5,0.312055,0.347394,143.85285,2,0.002553,0.011761,0,0.000448,0,0,0,0,0.02368
"Choi, Hwanho","Choi, Hwanho",,5,5,5,0.306397,0.340392,75.156138,6,0.003238,0.014914,0,0.000434,0,0,0,0,0.028592
"Cochoy, Franck","Cochoy, Franck",,3,3,5,0.296417,0.32674,14.302102,3,0.002927,0.01348,0,0.000307,0,0,0,0,0.024926
"Corsaro, Daniela","Corsaro, Daniela",,4,4,5,0.305606,0.339377,24.262747,3,0.003763,0.017334,0,0.000359,0,0,0,0,0.032068
"Corus, Canan","Corus, Canan",,6,6,5,0.319643,0.356861,108.387319,4,0.003483,0.016042,0,0.000489,0,0,0,0,0.03169
"Diaz-Mendez, Montserrat","Diaz-Mendez, Montserrat",,5,5,5,0.311234,0.346633,56.676292,3,0.003927,0.018089,0,0.000423,0,0,0,0,0.03413
"Díaz-Méndez, M.","Díaz-Méndez, M.",,5,5,5,0.311234,0.346633,56.676292,3,0.003927,0.018089,0,0.000423,0,0,0,0,0.03413
"Ellis, Nick","Ellis, Nick",,9,9,5,0.34004,0.381572,469.455785,2,0.005532,0.02548,0,0.000695,0,0,0,0,0.049152
"Farquhar, Jillian","Farquhar, Jillian",,4,4,5,0.316903,0.353269,41.997365,6,0.003791,0.017461,0,0.000365,0,0,0,0,0.032971
"Fisk, Raymond P","Fisk, Raymond P",,6,6,5,0.319643,0.356861,108.387319,4,0.003483,0.016042,0,0.000489,0,0,0,0,0.03169
"Freiling, Joerg","Freiling, Joerg",,4,4,5,0.312384,0.348056,53.543368,3,0.003602,0.016589,0,0.000369,0,0,0,0,0.031333
"Gegenhuber, T.","Gegenhuber, T.",,3,3,5,0.300635,0.332065,49.888421,2,0.002158,0.009942,0,0.000321,0,0,0,0,0.01921
"Giuiusa, Alessio","Giuiusa, Alessio",,5,5,5,0.334464,0.37364,109.103278,3,0.00472,0.021739,0,0.000427,0,0,0,0,0.041391
"Glushko, Robert J","Glushko, Robert J",,4,4,5,0.324198,0.362243,54.097259,3,0.004252,0.019585,0,0.000366,0,0,0,0,0.03674
"Gyrd-Jones, Richard I","Gyrd-Jones, Richard I",,4,4,5,0.312055,0.347535,34.38708,6,0.003887,0.017904,0,0.000363,0,0,0,0,0.033554
"Han, K.","Han, K.",,5,5,5,0.312055,0.347394,143.85285,2,0.002553,0.011761,0,0.000448,0,0,0,0,0.02368
"Harridge-March, Sally","Harridge-March, Sally",,4,4,5,0.316903,0.353269,41.997365,6,0.003791,0.017461,0,0.000365,0,0,0,0,0.032971
"Hogstrom, Claes","Hogstrom, Claes",,8,8,5,0.326165,0.366075,163.88934,3,0.004791,0.02207,0,0.000615,0,0,0,0,0.041999
"Im, K. S.","Im, K. S.",,5,5,5,0.312055,0.347394,143.85285,2,0.002553,0.011761,0,0.000448,0,0,0,0,0.02368
"Ing, David","Ing, David",,5,5,5,0.334464,0.37364,109.103278,3,0.00472,0.021739,0,0.000427,0,0,0,0,0.041391
"Kieliszewski, Cheryl A","Kieliszewski, Cheryl A",,8,8,5,0.33926,0.37998,194.919262,3,0.00537,0.024735,0,0.00061,0,0,0,0,0.047753
"Kljajić, M.","Kljajić, M.",,5,5,5,0.317584,0.355156,119.842085,2,0.004226,0.019467,0,0.000439,0,0,0,0,0.036712
"Kornum, Niels","Kornum, Niels",,4,4,5,0.312055,0.347535,34.38708,6,0.003887,0.017904,0,0.000363,0,0,0,0,0.033554
"Laudien, Sven M","Laudien, Sven M",,4,4,5,0.312384,0.348056,53.543368,3,0.003602,0.016589,0,0.000369,0,0,0,0,0.031333
"Li, Xiang (Robert)","Li, Xiang (Robert)",,4,4,5,0.298964,0.330685,205.974273,3,0.002873,0.013235,0,0.000406,0,0,0,0,0.025057
"Li, Xuemei","Li, Xuemei",,4,4,5,0.298964,0.330685,205.974273,3,0.002873,0.013235,0,0.000406,0,0,0,0,0.025057
"Li, Yunpeng","Li, Yunpeng",,4,4,5,0.298964,0.330685,205.974273,3,0.002873,0.013235,0,0.000406,0,0,0,0,0.025057
"Lindsay, Val","Lindsay, Val",,9,9,5,0.34004,0.381572,469.455785,2,0.005532,0.02548,0,0.000695,0,0,0,0,0.049152
"Long, Andrew L S","Long, Andrew L S",,2,2,5,0.296268,0.326176,3.511537,3,0.002789,0.012846,0,0.000246,0,0,0,0,0.023599
"Mende, Martin","Mende, Martin",,6,6,5,0.319643,0.356861,108.387319,4,0.003483,0.016042,0,0.000489,0,0,0,0,0.03169
"Mulder, Mark","Mulder, Mark",,6,6,5,0.319643,0.356861,108.387319,4,0.003483,0.016042,0,0.000489,0,0,0,0,0.03169
Service-dominant logic,Service-dominant logic,,225,309,4,0.391852,0.474218,35502.693877,3,0.227385,0.049366,0,0.015859,0,0,0,0,0.430486
"Barrutia, Jose M","Barrutia, Jose M",,4,4,5,0.321206,0.35865,47.818909,3,0.003575,0.016466,0,0.000366,0,0,0,0,0.031092
"Campbell, Norah","Campbell, Norah",,4,4,5,0.301709,0.333207,54.661747,3,0.002189,0.010085,0,0.000373,0,0,0,0,0.019775
"Caswell, Nathan","Caswell, Nathan",,4,4,5,0.323666,0.361313,63.87296,3,0.004336,0.019973,0,0.000366,0,0,0,0,0.037454
"Chen, G.","Chen, G.",,5,5,5,0.30033,0.332249,35.684503,5,0.002573,0.011852,0,0.000424,0,0,0,0,0.022987
"Chen, Ming-Chao","Chen, Ming-Chao",,6,6,5,0.320336,0.357904,131.032833,3,0.003674,0.016925,0,0.000492,0,0,0,0,0.033051
"Cheung, W.","Cheung, W.",,5,5,5,0.30033,0.332249,35.684503,5,0.002573,0.011852,0,0.000424,0,0,0,0,0.022987
"Chu, S.-C.","Chu, S.-C.",,5,5,5,0.30033,0.332249,35.684503,5,0.002573,0.011852,0,0.000424,0,0,0,0,0.022987
"Di Nauta, Primiano","Di Nauta, Primiano",,6,6,5,0.324021,0.36244,224.883342,3,0.004461,0.020546,0,0.000514,0,0,0,0,0.039012
"Ettouzani, Younes","Ettouzani, Younes",,3,3,5,0.306239,0.339279,41.197185,3,0.002522,0.011618,0,0.000311,0,0,0,0,0.022392
"Gilsanz, Ainhize","Gilsanz, Ainhize",,4,4,5,0.321206,0.35865,47.818909,3,0.003575,0.016466,0,0.000366,0,0,0,0,0.031092
"Keith, Mark","Keith, Mark",,4,4,5,0.313876,0.348774,65.913481,5,0.002612,0.012029,0,0.000373,0,0,0,0,0.023517
"Layton, Roger A","Layton, Roger A",,3,3,5,0.295086,0.324542,20.644468,5,0.002157,0.009937,0,0.000306,0,0,0,0,0.018722
"Leung, J.","Leung, J.",,5,5,5,0.30033,0.332249,35.684503,5,0.002573,0.011852,0,0.000424,0,0,0,0,0.022987
"Lindberg, Nina","Lindberg, Nina",,1,1,5,0.2816,0.304734,0,3,0.001328,0.006115,0,0.000187,0,0,0,0,0.01125
"Liu, Chun Hsien","Liu, Chun Hsien",,6,6,5,0.320336,0.357904,131.032833,3,0.003674,0.016925,0,0.000492,0,0,0,0,0.033051
"Mena, Carlos","Mena, Carlos",,3,3,5,0.306239,0.339279,41.197185,3,0.002522,0.011618,0,0.000311,0,0,0,0,0.022392
"Miocevic, Dario","Miocevic, Dario",,3,3,5,0.295824,0.3255,46.083169,2,0.001935,0.008913,0,0.000321,0,0,0,0,0.017258
Service science (SSMED),Service science (SSMED),,244,302,4,0.398182,0.485982,45227.08786,3,0.241191,0.052363,0,0.017004,0,0,0,0,0.463615
"Alt, R.","Alt, R.",,4,4,5,0.318267,0.354565,59.245373,3,0.003495,0.0161,0,0.00037,0,0,0,0,0.030879
"Aveiro, D.","Aveiro, D.",,3,3,5,0.303567,0.335686,38.872404,3,0.002882,0.013275,0,0.000308,0,0,0,0,0.025339
"Brenner, Walter","Brenner, Walter",,3,3,5,0.304191,0.33663,25.900333,3,0.002941,0.013546,0,0.000307,0,0,0,0,0.025808
"Cainelli, Giulio","Cainelli, Giulio",,4,4,5,0.31421,0.349986,111.221757,0,0.002547,0.011734,0,0.000386,0,0,0,0,0.023902
"Chiang, Chun-Hao","Chiang, Chun-Hao",,4,4,5,0.311562,0.346703,37.054941,3,0.003513,0.016179,0,0.000364,0,0,0,0,0.030714
"Choi, X. G. S.","Choi, X. G. S.",,6,6,5,0.316564,0.353353,62.4695,3,0.004091,0.018844,0,0.000481,0,0,0,0,0.035998
"Eckert, C.","Eckert, C.",,4,4,5,0.318267,0.354565,59.245373,3,0.003495,0.0161,0,0.00037,0,0,0,0,0.030879
"Evangelista, R.","Evangelista, R.",,4,4,5,0.31421,0.349986,111.221757,0,0.002547,0.011734,0,0.000386,0,0,0,0,0.023902
"Galletta, Dennis","Galletta, Dennis",,6,6,5,0.316564,0.353353,62.4695,3,0.004091,0.018844,0,0.000481,0,0,0,0,0.035998
"Ge, Xin","Ge, Xin",,6,6,5,0.316564,0.353353,62.4695,3,0.004091,0.018844,0,0.000481,0,0,0,0,0.035998
"Grin, John","Grin, John",,2,2,5,0.297012,0.326641,15.644322,4,0.00189,0.008707,0,0.000247,0,0,0,0,0.016931
"Hamel, Florian","Hamel, Florian",,3,3,5,0.304191,0.33663,25.900333,3,0.002941,0.013546,0,0.000307,0,0,0,0,0.025808
"Hancock, Marguerite Gong","Hancock, Marguerite Gong",,6,6,5,0.321905,0.359115,220.745622,3,0.003105,0.014302,0,0.000512,0,0,0,0,0.028848
"Herz, Thomas Ph","Herz, Thomas Ph",,3,3,5,0.304191,0.33663,25.900333,3,0.002941,0.013546,0,0.000307,0,0,0,0,0.025808
"Hofman, W.","Hofman, W.",,7,7,5,0.325268,0.364173,146.831063,5,0.004412,0.020322,0,0.000548,0,0,0,0,0.039467
"Hsu, Chien-Lung","Hsu, Chien-Lung",,4,4,5,0.311562,0.346703,37.054941,3,0.003513,0.016179,0,0.000364,0,0,0,0,0.030714
"Hu, Mei-Chih","Hu, Mei-Chih",,6,6,5,0.321905,0.359115,220.745622,3,0.003105,0.014302,0,0.000512,0,0,0,0,0.028848
"Jetter, A.","Jetter, A.",,4,4,5,0.320336,0.357101,70.751132,3,0.003609,0.016621,0,0.000371,0,0,0,0,0.032044
"Kreulen, J. T.","Kreulen, J. T.",,3,3,5,0.303723,0.335996,18.309083,3,0.002943,0.013557,0,0.000304,0,0,0,0,0.025735
"Larson, R. C.","Larson, R. C.",,5,5,5,0.318954,0.355664,151.86077,3,0.003586,0.016519,0,0.000441,0,0,0,0,0.032229
"Li, Jin","Li, Jin",,6,6,5,0.316564,0.353353,62.4695,3,0.004091,0.018844,0,0.000481,0,0,0,0,0.035998
"Li, Jun","Li, Jun",,6,6,5,0.316564,0.353353,62.4695,3,0.004091,0.018844,0,0.000481,0,0,0,0,0.035998
"Macaulay, L.","Macaulay, L.",,3,3,5,0.298964,0.330037,108.569468,3,0.00261,0.012022,0,0.000326,0,0,0,0,0.023017
"McLaughlin, S.","McLaughlin, S.",,3,3,5,0.300635,0.331572,58.19627,2,0.001983,0.009136,0,0.00032,0,0,0,0,0.018206
